765.67824,657.03312,1
928.76544,650.23344,1
698.77584,627.74676,1
684.25632,776.87532,1
515.82528,745.6239,1
473.12496,641.23758,1
672.95088,658.19412,1
524.15424,659.30112,1
609.89328,650.5731,1
822.1464,648.2106,1
922.19328,631.2762,1
832.03488,622.67562,1
752.55984,620.40438,1
890.31888,701.2359,1
831.06432,722.71602,1
771.8472,753.8562,1
935.13168,684.46458,1
726.3144,615.0168,1
648.51552,639.58896,1
655.63056,704.93004,1
879.40224,759.34098,1
1030.54032,803.85966,1
971.8416,660.84336,1
966.88944,632.00736,1
896.8968,620.03232,1
783.45648,613.90224,1
675.73152,618.67746,1
601.24032,628.45362,1
638.3808,691.35498,1
692.36064,714.21048,1
774.576,767.9934,1
926.96688,631.29996,1
945.48528,644.63472,1
568.18944,665.8443,1
1017.21024,672.49872,1
1076.31504,707.66568,1
524.7,696.00006,1
1106.00784,730.7361,1
509.86224,714.8007,1
1154.49408,750.6999,1
438.88464,766.44198,1
364.43808,849.90654,1
1083.77712,795.72132,1
428.39856,869.62302,1
564.2064,888.03108,1
899.64,753.32754,1
642.00672,905.25546,1
673.80336,908.45928,1
762.88176,903.9222,1
780.73344,906.44886,1
821.53728,885.01896,1
864.58032,868.86162,1
965.91456,850.8672,1
972.50976,850.09446,1
629.23968,725.6979,1
954.19152,775.34388,1
589.6368,719.24382,1
861.79824,714.46698,1
481.71312,629.36136,1
469.94976,640.70244,1
832.00752,631.3572,1
503.79552,634.9455,1
468.216,662.19984,1
865.0872,639.1035,1
459.46656,682.12962,1
408.08736,700.2288,1
365.08032,716.39586,1
915.92064,667.67166,1
316.8144,753.37398,1
1006.15392,693.71694,1
155.84976,795.2877,1
201.47472,796.12308,1
95.07888,871.87536,1
939.32784,715.32936,1
224.18208,854.05482,1
287.66592,836.55288,1
377.56944,850.2516,1
684.12816,688.56156,1
624.04272,684.30528,1
219.05424,990.4518,1
1105.75584,800.7309,1
1209.82752,776.19654,1
671.74128,795.3633,1
1287.19728,749.05074,1
1257.29424,710.07678,1
583.40304,639.73962,1
1196.44272,670.032,1
1156.03488,650.01906,1
1083.52512,638.55972,1
721.05552,667.65708,1
924.87168,622.25496,1
1062.86256,605.05812,1
742.96368,604.30752,1
795.08016,601.90884,1
886.8672,594.10044,1
904.00176,590.77188,1
652.05936,604.21572,1
896.36256,588.28734,1
613.69776,604.00404,1
877.39056,586.79748,1
526.36608,607.37742,1
836.66448,586.7856,1
804.49632,590.40252,1
786.66336,593.39736,1
380.92032,606.68892,1
404.48448,604.36314,1
485.81712,600.97464,1
578.62368,597.02292,1
960.88608,602.90568,1
1015.33824,597.69252,1
987.82992,591.3,1
1124.44128,613.5453,1
1210.78512,618.56892,1
339.68736,635.6799,1
367.63056,631.1439,1
465.3288,621.1728,1
581.9832,614.682,1
802.81872,615.50334,1
460.2456,612.144,1
514.944,609.22692,1
764.74656,716.42448,1
811.65744,732.34746,1
